	add_date	analysis_level	brain_coverage	cognitive_contrast_cogatlas	cognitive_contrast_cogatlas_id	cognitive_paradigm_cogatlas	cognitive_paradigm_cogatlas_id	collection	collection_id	contrast_definition	contrast_definition_cogatlas	description	figure	file	file_size	image_id	image_type	is_thresholded	is_valid	map_type	modality	modify_date	name	not_mni	number_of_subjects	perc_bad_voxels	perc_voxels_outside	reduced_representation	smoothness_fwhm	statistic_parameters	thumbnail	url
62	2016-01-21T17:21:37.475962Z	group	95.5064490575	probabilistic classification trials	cnt_4cacf26718047	Probabilistic classification task	trm_4cacf22a22d80	http://neurovault.org/collections/40/	40	task		FSL5.0		http://neurovault.org/media/images/40/task001_cope01_task.nii.gz	878402	141	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T20:59:47.863043Z	task001_001_task.nii.gz	False	17	74.7205108633	12.9680813302	http://neurovault.org/media/images/40/transform_4mm_141.npy			http://neurovault.org/media/images/40/glass_brain_141_1.jpg	http://neurovault.org/images/141/
63	2016-01-21T17:23:03.799246Z	group	82.5116091788	high-value go choice at probe	cnt_553e7a5b2584d	cue approach task	trm_553e77e53497d	http://neurovault.org/collections/35/	35	parametric number of high value go choice at probe		Parametric effect of the number of times each high-value Go item was chosen during probe.	3A	http://neurovault.org/media/images/35/Fig3A_zstat1_2.nii.gz	740889	111	statistic_map	False	True	Z map	fMRI-BOLD	2016-01-21T17:23:03.799264Z	Fig3A_zstat1.nii.gz	False	21	78.4232503055	3.20038201255	http://neurovault.org/media/images/35/transform_4mm_111.npy			http://neurovault.org/media/images/35/glass_brain_111.jpg	http://neurovault.org/images/111/
64	2016-01-21T17:22:25.579422Z	group	100.0	task minus baseline	cnt_55ef1305643e9	mixed gambles task	trm_4cacee4a1d875	http://neurovault.org/collections/3/	3	task minus baseline		task vs. baseline		http://neurovault.org/media/images/3/task001_cope01_task.nii.gz	878304	3	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:22:25.579440Z	task001_cope01_task	False	16	74.6869422542	0.0	http://neurovault.org/media/images/3/transform_4mm_3.npy			http://neurovault.org/media/images/3/glass_brain_3.jpg	http://neurovault.org/images/3/
65	2016-01-21T17:23:20.047343Z	group	100.0	dual-task tone counting probe	cnt_4ebcaa52e7dbd	dual-task weather prediction	trm_4ebc98cc77e7b	http://neurovault.org/collections/43/	43	dual-task tone counting probe		FSL5.0		http://neurovault.org/media/images/43/task003_cope02_dual-task%20probe.nii.gz	867863	157	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:20.047362Z	task003_002_dual-task_probe.nii.gz	False	14	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_157.npy			http://neurovault.org/media/images/43/glass_brain_157.jpg	http://neurovault.org/images/157/
66	2016-01-21T17:22:48.824925Z	group	99.9820555577	Random Interaction	cnt_553147b362347	social cognition (theory of mind) fMRI task paradigm	trm_550b557e5f90e	http://neurovault.org/collections/457/	457	Random Interaction		FSL5.0		http://neurovault.org/media/images/457/tfMRI_SOCIAL_RANDOM_zstat1.nii.gz	1176438	3179	statistic_map	False	True	Z map	fMRI-BOLD	2016-01-21T17:22:48.824943Z	tfMRI SOCIAL RANDOM zstat1	False	486	65.7057329202	26.2019059926	http://neurovault.org/media/images/457/transform_4mm_3179.npy	0.0	484.0	http://neurovault.org/media/images/457/glass_brain_3179.jpg	http://neurovault.org/images/3179/
67	2016-01-21T17:21:58.587719Z	group	92.0256649291	parametric context based action reward error	cnt_553fc50126261	dot motion task	trm_4f244ad7dcde7	http://neurovault.org/collections/431/	431	context based action reward error			Figure 4	http://neurovault.org/media/images/431/figure4_context_based.nii.gz	882342	2963	statistic_map	False	True	Z map	fMRI-BOLD	2016-06-12T21:43:33.521114Z	context based action reward error	False	24	74.3391803277	9.2214901866	http://neurovault.org/media/images/431/transform_4mm_2963.npy			http://neurovault.org/media/images/431/glass_brain_2963.jpg	http://neurovault.org/images/2963/
68	2016-01-21T17:21:45.668551Z	group	100.0	congruent correct	cnt_4decfedb91973	Eriksen flanker task	tsk_4a57abb949a4f	http://neurovault.org/collections/45/	45	congruent correct		FSL5.0		http://neurovault.org/media/images/45/task001_cope01_congruent_correct.nii.gz	870247	183	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:21:45.668570Z	task001_001_congruent_correct.nii.gz	False	26	74.6869422542	0.0	http://neurovault.org/media/images/45/transform_4mm_183.npy			http://neurovault.org/media/images/45/glass_brain_183.jpg	http://neurovault.org/images/183/
69	2016-01-21T17:21:38.660818Z	group	81.4101505622	video computation	cnt_553e8616191c4	functional localizer fMRI tasks	trm_553e85265f51e	http://neurovault.org/collections/94/	94	video computation		Calculation / computation tasks with visual cues: simple arithmetic.		http://neurovault.org/media/images/94/calculation_visual_cue_1.nii.gz	214488	418	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T21:00:07.564214Z	Calculation visual cue	False	94	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_418.npy		93.0	http://neurovault.org/media/images/94/glass_brain_418_1.jpg	http://neurovault.org/images/418/
70	2016-01-21T17:21:46.618385Z	group	99.9886205976	Right Hand	cnt_5531528989cc7	motor fMRI task paradigm	trm_550b53d7dd674	http://neurovault.org/collections/457/	457	Right Finger (Hand)		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_RH_zstat1.nii.gz	1184943	3162	statistic_map	False	True	Z map	fMRI-BOLD	2016-01-21T17:21:46.618403Z	tfMRI MOTOR RIGHT HAND zstat1	False	486	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3162.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3162.jpg	http://neurovault.org/images/3162/
71	2016-01-21T17:23:04.408962Z	group	87.907634266	target 1-back minus 0-back	cnt_55ef43b5be6da	object one-back task	trm_4ebd47b8bab6b	http://neurovault.org/collections/518/	518			one sample t-test contrast of targets in 1-back vs 0-back conditions	figure 4	http://neurovault.org/media/images/518/targ_1b_vs_0b.nii.gz	1888017	8625	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:04.408984Z	targ_1back_VS_0back	False	20	76.3864165228	4.83964959326	http://neurovault.org/media/images/518/transform_4mm_8625.npy			http://neurovault.org/media/images/518/glass_brain_8625.jpg	http://neurovault.org/images/8625/
72	2016-01-21T17:21:38.577519Z	group	81.4101505622	left video click	cnt_553e86042df77	functional localizer fMRI tasks	trm_553e85265f51e	http://neurovault.org/collections/94/	94	left video click		Left button press visual cue		http://neurovault.org/media/images/94/left_button_press_visual_cue_1.nii.gz	211862	401	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T21:00:06.507198Z	Left Button Press Visual Cue	False	94	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_401.npy		93.0	http://neurovault.org/media/images/94/glass_brain_401_1.jpg	http://neurovault.org/images/401/
73	2016-01-21T17:22:27.469369Z	group	100.0	tone counting probe	cnt_54f8cb27bce65	tone counting	trm_4ebc6a6b75ebf	http://neurovault.org/collections/43/	43	tone counting probe		FSL5.0		http://neurovault.org/media/images/43/task001_cope02_tone%20counting%20probe.nii.gz	873404	164	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:22:27.469387Z	task001_002_tone counting probe.nii.gz	False	14	74.6869422542	0.0	http://neurovault.org/media/images/43/transform_4mm_164.npy			http://neurovault.org/media/images/43/glass_brain_164.jpg	http://neurovault.org/images/164/
74	2016-01-21T17:21:54.185744Z	group	92.351728575	consonant strings	cnt_55399e5ab094d	word one-back task	trm_4ebd482eba5b1	http://neurovault.org/collections/46/	46	consonant strings		FSL5.0		http://neurovault.org/media/images/46/task001_cope04_Consonant%20strings.nii.gz	817054	190	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:21:54.185763Z	task001_004_Consonant strings.nii.gz	False	49	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_190.npy			http://neurovault.org/media/images/46/glass_brain_190.jpg	http://neurovault.org/images/190/
75	2016-01-21T17:22:49.087250Z	group	99.9886205976	2-back Body	cnt_55314aff55913	working memory fMRI task paradigm	trm_550b50095d4a3	http://neurovault.org/collections/457/	457	2-back Body		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_BODY_zstat1.nii.gz	1182681	3191	statistic_map	False	True	Z map	fMRI-BOLD	2016-01-21T17:22:49.087283Z	tfMRI WM 2BK BODY zstat1	False	486	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3191.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3191.jpg	http://neurovault.org/images/3191/
76	2016-01-21T17:22:55.952281Z	group	81.4101505622	right video click	cnt_553e85fc78496	functional localizer fMRI tasks	trm_553e85265f51e	http://neurovault.org/collections/94/	94	right video click		Right button press with a visual cue		http://neurovault.org/media/images/94/right_button_press_visual_cue_1.nii.gz	182519	407	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:22:55.952300Z	Right Button Press Visual Cue	False	94	71.2059064807	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_407.npy		93.0	http://neurovault.org/media/images/94/glass_brain_407.jpg	http://neurovault.org/images/407/
77	2016-01-21T17:23:18.363565Z	group	80.4914661423	why face minus how face	cnt_55410975ce70b	why/how task	trm_53c4465b0466f	http://neurovault.org/collections/297/	297	why face minus how face		Why_Face > How_Face		http://neurovault.org/media/images/297/Tmap_Why_Face_-_How_Face.nii.gz	217937	1583	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:18.363584Z	Why_Face > How_Face	False	19	63.9426019246	3.17973348741	http://neurovault.org/media/images/297/transform_4mm_1583.npy		18.0	http://neurovault.org/media/images/297/glass_brain_1583.jpg	http://neurovault.org/images/1583/
78	2016-01-21T17:21:38.264793Z	group	98.4861018106	false belief question minus false picture question	cnt_553a689b663ed	false belief task	trm_4f2456027809f	http://neurovault.org/collections/426/	426	false belief question - false picture question		FSL5.0		http://neurovault.org/media/images/426/task001_cope008_tstat1.nii.gz	859252	2883	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T21:00:02.474156Z	task001 cope008 tstat1	False	33	75.0701561771	0.0	http://neurovault.org/media/images/426/transform_4mm_2883.npy			http://neurovault.org/media/images/426/glass_brain_2883_1.jpg	http://neurovault.org/images/2883/
79	2016-01-21T17:21:36.868628Z	group	92.351728575	scrambled objects	cnt_55399e44106d4	word one-back task	trm_4ebd482eba5b1	http://neurovault.org/collections/46/	46	scrambled objects		FSL5.0		http://neurovault.org/media/images/46/task001_cope03_Scrambled%20objects.nii.gz	816958	187	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T20:59:38.016309Z	task001_003_Scrambled objects.nii.gz	False	49	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_187.npy			http://neurovault.org/media/images/46/glass_brain_187_1.jpg	http://neurovault.org/images/187/
80	2016-01-21T17:21:58.945585Z	group	99.8940840238	all	cnt_553a73a084bdd	object one-back task	trm_4ebd47b8bab6b	http://neurovault.org/collections/415/	415	all		FSL5.0		http://neurovault.org/media/images/415/model001_task001_cope009_tstat1.nii.gz	879816	2714	statistic_map	False	True	T map	fMRI-BOLD	2016-03-10T18:10:05.607820Z	model001 task001 cope009 tstat1	False	6	74.7137528265	0.0	http://neurovault.org/media/images/415/transform_4mm_2714.npy			http://neurovault.org/media/images/415/glass_brain_2714.jpg	http://neurovault.org/images/2714/
81	2016-01-21T17:21:53.467937Z	group	92.0348559849	reappraise negative rating	cnt_553a6e9a84bd2	emotional regulation task	trm_4da890594742a	http://neurovault.org/collections/425/	425	Reapp Neg Rating		FSL5.0		http://neurovault.org/media/images/425/task001_cope09_Reapp_Neg_Rating.nii.gz	804314	8730	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:21:53.467956Z	task001 cope09 Reapp Neg Rating	False	34	76.7031637583	0.0	http://neurovault.org/media/images/425/transform_4mm_8730.npy			http://neurovault.org/media/images/425/glass_brain_8730.jpg	http://neurovault.org/images/8730/
82	2016-01-21T17:22:26.932552Z	group	99.926909223	successful stop-critical	cnt_55399a3f5e512	conditional stop signal task	trm_4cacf3fbc503b	http://neurovault.org/collections/42/	42	successful stop-critical		FSL5.0		http://neurovault.org/media/images/42/task002_cope03_successful%20stop-critical.nii.gz	878115	149	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:22:26.932570Z	task002 003 successful stop-critical	False	15	74.7054437648	0.0	http://neurovault.org/media/images/42/transform_4mm_149.npy			http://neurovault.org/media/images/42/glass_brain_149.jpg	http://neurovault.org/images/149/
83	2016-01-21T17:23:20.376021Z	group	99.9820555577	Relational Processing minus Matching	cnt_553149bc9f9d1	relational processing fMRI task paradigm	trm_550b5a47aa23e	http://neurovault.org/collections/457/	457	Relational Processing minus Matching				http://neurovault.org/media/images/457/tfMRI_RELATIONAL_REL-MATCH.nii_tstat1.nii.gz	1158793	8820	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:20.376040Z	tfMRI RELATIONAL RELATIONAL minus MATCHING	False	486	65.7151498567	26.1816360493	http://neurovault.org/media/images/457/transform_4mm_8820.npy			http://neurovault.org/media/images/457/glass_brain_8820.jpg	http://neurovault.org/images/8820/
84	2016-01-21T17:22:25.405532Z	group	99.9623604382	pumps average	cnt_55399f7c60721	balloon analogue risk task (BART)	trm_4d559bcd67c18	http://neurovault.org/collections/39/	39	pumps average		FSL5.0		http://neurovault.org/media/images/39/task001_cope01_pumps_fixed.nii.gz	878169	120	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:22:25.405551Z	task001 pumps average	False	16	74.6964699783	0.0	http://neurovault.org/media/images/39/transform_4mm_120.npy			http://neurovault.org/media/images/39/glass_brain_120.jpg	http://neurovault.org/images/120/
85	2016-01-21T17:23:20.037319Z	group	95.5725371253	classification trials: deterministic	cnt_54f8cbcb6fab6	classification probe without feedback	trm_4ebc9d2e397f2	http://neurovault.org/collections/40/	40	classification-deterministic		FSL5.0		http://neurovault.org/media/images/40/task003_cope02_classification-deterministic.nii.gz	877829	139	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:20.037337Z	task003_002_classification_deterministic.nii.gz	False	17	74.747432223	12.8814505994	http://neurovault.org/media/images/40/transform_4mm_139.npy			http://neurovault.org/media/images/40/glass_brain_139.jpg	http://neurovault.org/images/139/
86	2016-01-21T17:21:57.901515Z	group	81.4101505622	checkerboard	cnt_553e8672a9f1d	functional localizer fMRI tasks	trm_553e85265f51e	http://neurovault.org/collections/94/	94	checkerboard		Visual Checkboard		http://neurovault.org/media/images/94/checkerboard_1.nii.gz	215303	395	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:21:57.901534Z	Checkerboard	False	94	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_395.npy		93.0	http://neurovault.org/media/images/94/glass_brain_395.jpg	http://neurovault.org/images/395/
87	2016-01-21T17:23:18.384166Z	group	100.0	pre-cash trials minus pre-pump trials matched for risk level	cnt_5542665e734fe	balloon analogue risk task (BART)	trm_4d559bcd67c18	http://neurovault.org/collections/34/	34	pre-cash trials minus pre-pump trials with risk level matched		"Contrast between trials preceding cashout trials and trials preceding pump trials in the BART (trials matched for level of risk)

This contrast is contrasting trials immediately preceding a cashout vs. trials immediately preceding a pump. However, the pre-pump condition only contains a subset of all the pre-pump trials for that participant that are matched to the risk level of that participant's pre-cashout trials. So both the pre-pump and pre-cashout regressor would include 3 trials from pump #3, 5 trials from pump #4, 2 trials from pump #5, and so on."		http://neurovault.org/media/images/34/tstatsCashoutsMinusPumpMasked.nii.gz	935285	109	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:18.384198Z	Pre-cashout vs. pre-pump	False	108	74.6869422542	0.0	http://neurovault.org/media/images/34/transform_4mm_109.npy	5.0		http://neurovault.org/media/images/34/glass_brain_109.jpg	http://neurovault.org/images/109/
88	2016-01-21T17:21:39.616181Z	group	81.4101505622	audio sentences	cnt_553e865d69738	functional localizer fMRI tasks	trm_553e85265f51e	http://neurovault.org/collections/94/	94	audio sentences		Sentence listening		http://neurovault.org/media/images/94/sentence_listening_1.nii.gz	214610	412	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T21:00:26.414125Z	Sentence listening	False	94	64.3846764848	0.859185053836	http://neurovault.org/media/images/94/transform_4mm_412.npy		93.0	http://neurovault.org/media/images/94/glass_brain_412_1.jpg	http://neurovault.org/images/412/
89	2016-01-21T17:21:49.575457Z	group	99.9886205976	Tongue	cnt_553152908ac51	motor fMRI task paradigm	trm_550b53d7dd674	http://neurovault.org/collections/457/	457	Tongue		FSL5.0		http://neurovault.org/media/images/457/tfMRI_MOTOR_T_zstat1.nii.gz	1183847	3164	statistic_map	False	True	Z map	fMRI-BOLD	2016-01-21T17:21:49.575475Z	tfMRI MOTOR TONGUE zstat1	False	486	65.7102752072	26.18728373	http://neurovault.org/media/images/457/transform_4mm_3164.npy	0.0	490.0	http://neurovault.org/media/images/457/glass_brain_3164.jpg	http://neurovault.org/images/3164/
90	2016-01-21T17:21:53.478027Z	group	99.9886205976	2-back Tool	cnt_55314b1edb310	working memory fMRI task paradigm	trm_550b50095d4a3	http://neurovault.org/collections/457/	457	2-back Tool		FSL5.0		http://neurovault.org/media/images/457/tfMRI_WM_2BK_TOOL_zstat1.nii.gz	1183216	3194	statistic_map	False	True	Z map	fMRI-BOLD	2016-01-21T17:21:53.478046Z	tfMRI WM 2BK TOOL zstat1	False	486	65.6937678714	26.2228006381	http://neurovault.org/media/images/457/transform_4mm_3194.npy	0.0	492.0	http://neurovault.org/media/images/457/glass_brain_3194.jpg	http://neurovault.org/images/3194/
91	2016-01-21T17:21:37.320079Z	group	92.351728575	words	cnt_55399e3b3d13e	word one-back task	trm_4ebd482eba5b1	http://neurovault.org/collections/46/	46	words		FSL5.0		http://neurovault.org/media/images/46/task001_cope01_Words.nii.gz	816443	186	statistic_map	False	True	T map	fMRI-BOLD	2016-01-27T20:59:44.688664Z	task001_001_Words.nii.gz	False	49	76.6229536166	0.0	http://neurovault.org/media/images/46/transform_4mm_186.npy			http://neurovault.org/media/images/46/glass_brain_186_1.jpg	http://neurovault.org/images/186/
92	2016-01-21T17:23:18.833322Z	group	99.970238486	successful stop trial	cnt_4c6b5fd5bfc41	stop signal task	tsk_4a57abb949e1a	http://neurovault.org/collections/42/	42	successful stop		FSL5.0		http://neurovault.org/media/images/42/task001_cope02_successful%20stop.nii.gz	877101	147	statistic_map	False	True	T map	fMRI-BOLD	2016-01-21T17:23:18.833340Z	task001 002 successful stop	False	15	74.6944758035	0.0	http://neurovault.org/media/images/42/transform_4mm_147.npy			http://neurovault.org/media/images/42/glass_brain_147.jpg	http://neurovault.org/images/147/
